sample,left_foot,right_foot
972,0.0,409.62
973,0.0,399.77
974,0.0,386.76
975,0.0,374.85
976,0.0,350.34
977,0.0,331.49
978,0.0,309.34
979,0.0,284.25
980,0.0,256.08
981,0.0,227.38
982,0.0,197.22
983,0.0,170.01
984,0.0,148.23
985,0.0,124.73
986,0.0,102.16
987,0.0,84.12
988,0.0,68.41
989,0.0,54.06
990,2.32,38.58
991,23.67,28.82
992,43.75,22.66
993,58.71,14.78
994,70.43,5.14
995,84.95,3.81
996,105.74,3.89
997,126.77,4.69
998,148.04,2.59
999,168.18,2.59
1000,189.77,2.4
1001,225.09,2.4
1002,261.43,1.33
1003,292.24,1.33
1004,315.63,1.33
1005,324.19,1.33
1006,329.95,1.13
1007,337.62,1.13
1008,347.24,1.13
1009,355.82,1.13
1010,364.77,0.93
1011,377.28,0.93
1012,389.05,0.93
1013,396.76,0.93
1014,407.48,0.93
1015,409.85,0.93
1016,411.42,0.93
1017,411.13,0.93
1018,414.35,0.0
1019,412.24,0.0
1020,412.45,0.0
1021,409.24,0.0
1022,405.5,0.0
1023,403.45,0.0
1024,398.19,0.0
1025,393.0,0.0
1026,389.58,0.0
1027,387.34,0.0
1028,385.74,0.0
1029,385.07,0.0
1030,383.25,0.0
1031,379.91,0.0
1032,379.79,0.0
1033,378.46,0.0
1034,375.92,0.0
1035,375.7,0.0
1036,376.27,0.0
1037,373.61,0.0
1038,371.83,0.0
1039,373.81,0.0
1040,372.93,0.0
1041,375.24,0.0
1042,379.49,0.0
1043,380.02,0.0
1044,382.88,0.0
1045,387.69,0.0
1046,390.85,0.0
1047,393.53,0.0
1048,396.94,0.0
1049,402.18,0.0
1050,404.14,0.0
1051,408.17,0.0
1052,409.65,0.0
1053,411.43,0.0
1054,412.91,0.0
1055,412.69,0.0
1056,414.72,0.0
1057,411.67,0.0
1058,412.73,0.0
1059,412.16,0.0
1060,414.48,0.0
1061,413.93,0.0
1062,414.84,0.0
1063,416.99,0.0
1064,418.41,0.0
1065,420.04,0.0
1066,421.63,0.0
1067,424.22,0.0
1068,425.7,0.0
1069,428.03,2.19
1070,428.24,6.32
1071,430.75,13.16
1072,431.09,28.2
1073,429.51,50.96
1074,429.54,81.31
1075,430.88,117.62
1076,429.78,150.66
1077,432.05,182.94
1078,433.47,219.95
1079,437.5,262.72
1080,441.64,295.46
1081,444.22,311.95
1082,446.89,319.2
1083,450.35,322.75
1084,449.0,334.38
1085,446.27,345.9
1086,445.66,357.37
1087,439.94,368.23
1088,437.95,379.36
1089,429.59,388.13
1090,422.13,392.7
1091,414.31,389.97
1092,399.85,388.78
1093,391.27,386.95
1094,382.3,383.06
1095,374.09,380.53
1096,362.82,379.22
1097,348.77,375.66
1098,330.8,371.18
1099,309.15,366.98
1100,285.33,364.05
1101,256.62,356.87
1102,229.26,353.57
1103,200.68,350.39
1104,166.57,347.76
1105,138.84,348.86
1106,116.14,350.07
1107,93.06,351.78
1108,72.98,352.83
1109,49.6,355.9
1110,39.42,355.6
1111,26.23,355.98
1112,15.03,360.99
1113,7.06,361.49
1114,3.33,363.33
1115,3.16,368.08
1116,3.16,372.27
1117,3.36,377.83
1118,3.36,383.49
1119,3.36,389.59
1120,3.17,391.36
1121,2.97,395.95
1122,2.78,396.25
1123,2.58,399.56
1124,2.39,409.17
1125,1.19,416.41
1126,1.19,424.7
1127,0.98,429.14
1128,0.98,432.93
1129,0.0,435.56
1130,0.0,432.93
1131,0.0,434.14
1132,0.0,434.83
1133,0.0,433.06
1134,0.0,429.89
1135,0.0,425.33
1136,0.0,422.58
1137,0.0,420.51
1138,0.0,421.87
1139,0.0,423.83
